,MA_SO_SV,HOC_KY,TC_DANGKY,TC_HOANTHANH,GPA,CPA,semester_order,NAM_TUYENSINH,PTXT,TOHOP_XT,DIEM_TRUNGTUYEN,DIEM_CHUAN,ADMISSION_GAP
13346,d0ad1a30a19f,HK1 2024-2025,25,0,0,0,20241,2022,100,A00,18.7,15.75,2.9499999999999993
13347,d0b303efff45,HK1 2024-2025,15,0,0,0,20241,2024,100,D01,23.58,23.53,0.04999999999999716
13348,d0b44852d91f,HK1 2024-2025,19,0,0,0,20241,2023,100,A00,23.03,22.48,0.5500000000000007
13349,d0b79a8d3057,HK1 2024-2025,19,0,0,0,20241,2022,100,A00,25.61,25.36,0.25
13350,d0bffe981b26,HK1 2024-2025,22,0,0,0,20241,2020,1,A01,24.33,22.09,2.2399999999999984
13351,d0c0cd7fda68,HK1 2024-2025,12,0,0,0,20241,2018,1,V00,20.12,18.44,1.6799999999999997
13352,d0c1ad9772bc,HK1 2024-2025,19,0,0,0,20241,2023,100,A00,22.89,22.2,0.6900000000000013
13353,d0cb9ba1edce,HK1 2024-2025,13,0,0,0,20241,2019,1,V00,21.04,19.48,1.5599999999999987
13354,d0ceac978530,HK1 2024-2025,23,0,0,0,20241,2023,100,V00,21.61,21.15,0.46000000000000085
13355,d0ceb01046c7,HK1 2024-2025,19,0,0,0,20241,2024,100,D01,25.32,24.69,0.629999999999999
13356,d0cf772ed872,HK1 2024-2025,23,0,0,0,20241,2022,100,A00,23.28,23.23,0.05000000000000071
13357,d0d206c12ae3,HK1 2024-2025,12,0,0,0,20241,2024,100,V00,22.49,22.18,0.3099999999999987
13358,d0d375396003,HK1 2024-2025,15,0,0,0,20241,2024,100,D01,23.97,23.52,0.4499999999999993
13359,d0d6a96b96b2,HK1 2024-2025,13,0,0,0,20241,2021,1,V02,27.14,23.19,3.9499999999999993
13360,d0df79d6bead,HK1 2024-2025,12,0,0,0,20241,2021,1,A00,24.98,24.98,0.0
13361,d0e3354cafe3,HK1 2024-2025,14,0,0,0,20241,2024,100,V06,22.02,21.26,0.759999999999998
13362,d0e36e4c9b1a,HK1 2024-2025,17,0,0,0,20241,2021,1,A01,25.36,23.15,2.210000000000001
13363,d0e409f22896,HK1 2024-2025,22,0,0,0,20241,2023,100,V00,22.69,21.22,1.4700000000000024
13364,d0e7ccc6057e,HK1 2024-2025,12,0,0,0,20241,2020,1,A00,21.32,19.69,1.629999999999999
13365,d0e855e526cb,HK1 2024-2025,22,0,0,0,20241,2023,100,A00,23.17,20.11,3.0600000000000023
13366,d0eb693eb3f7,HK1 2024-2025,18,0,0,0,20241,2024,100,A00,23.94,22.29,1.6500000000000021
13367,d0ecef838ebe,HK1 2024-2025,22,0,0,0,20241,2023,100,V00,22.25,21.33,0.9200000000000017
13368,d0f47c2ee812,HK1 2024-2025,17,0,0,0,20241,2024,100,A00,24.47,24.24,0.23000000000000043
13369,d1019a1395e1,HK1 2024-2025,19,0,0,0,20241,2023,100,D07,23.44,21.4,2.0400000000000027
13370,d101a244579d,HK1 2024-2025,14,0,0,0,20241,2021,1,V00,21.3,17.19,4.109999999999999
13371,d1040caf6ea4,HK1 2024-2025,18,0,0,0,20241,2024,100,D01,22.86,22.86,0.0
13372,d1051184203a,HK1 2024-2025,24,0,0,0,20241,2022,100,A00,21.0,19.82,1.1799999999999997
13373,d1074651369d,HK1 2024-2025,24,0,0,0,20241,2023,100,A00,23.07,19.98,3.09
13374,d107ac3ebea3,HK1 2024-2025,22,0,0,0,20241,2022,100,A00,24.42,20.1,4.32
13375,d108632a6708,HK1 2024-2025,25,0,0,0,20241,2022,100,D01,24.95,24.51,0.4399999999999977
13376,d108f6099243,HK1 2024-2025,2,0,0,0,20241,2019,1,A00,16.69,15.8,0.8900000000000006
13377,d10c8acb2942,HK1 2024-2025,22,0,0,0,20241,2023,100,A00,22.69,20.35,2.34
13378,d10ecd6623d1,HK1 2024-2025,19,0,0,0,20241,2022,100,D07,24.54,20.07,4.469999999999999
13379,d110e887fe8e,HK1 2024-2025,7,0,0,0,20241,2020,1,V00,22.81,22.31,0.5
13380,d111843f0c15,HK1 2024-2025,10,0,0,0,20241,2021,1,A01,25.17,25.17,0.0
13381,d11378663059,HK1 2024-2025,19,0,0,0,20241,2023,100,D01,23.8,22.45,1.3500000000000014
13382,d11c5f7604ed,HK1 2024-2025,17,0,0,0,20241,2024,100,D01,24.72,24.69,0.029999999999997584
13383,d121635cf090,HK1 2024-2025,17,0,0,0,20241,2024,100,A00,24.17,24.13,0.0400000000000027
13384,d123ee464d78,HK1 2024-2025,14,0,0,0,20241,2024,100,V00,23.04,21.57,1.4699999999999989
13385,d123ff9f4e8f,HK1 2024-2025,8,0,0,0,20241,2020,1,A00,22.26,21.76,0.5
13386,d1260a7ed5d0,HK1 2024-2025,23,0,0,0,20241,2022,100,A01,23.68,23.03,0.6499999999999986
13387,d13738c019e8,HK1 2024-2025,20,0,0,0,20241,2023,100,V02,24.05,21.18,2.870000000000001
13388,d13d385975d1,HK1 2024-2025,17,0,0,0,20241,2020,1,A00,22.95,21.56,1.3900000000000006
13389,d13dd7b331c2,HK1 2024-2025,17,0,0,0,20241,2024,100,A00,25.1,24.6,0.5
13390,d140aff8f752,HK1 2024-2025,15,0,0,0,20241,2021,1,V00,23.26,23.07,0.19000000000000128
13391,d140cd2ed507,HK1 2024-2025,23,0,0,0,20241,2022,100,A00,23.62,22.0,1.620000000000001
13392,d1490c67a802,HK1 2024-2025,19,0,0,0,20241,2019,1,V00,22.42,19.47,2.950000000000003
13393,d14a5bf0d15a,HK1 2024-2025,11,0,0,0,20241,2020,1,A00,22.35,19.72,2.6300000000000026
13394,d14c40efa996,HK1 2024-2025,19,0,0,0,20241,2021,1,V02,19.67,17.83,1.8400000000000034
13395,d1534b6fbcee,HK1 2024-2025,20,0,0,0,20241,2023,100,A01,25.38,24.95,0.4299999999999997
13396,d16151f92338,HK1 2024-2025,18,0,0,0,20241,2023,100,A00,20.82,19.04,1.7800000000000011
13397,d165555d00bb,HK1 2024-2025,23,0,0,0,20241,2022,100,A01,24.21,21.15,3.0600000000000023
13398,d1659a3c7d00,HK1 2024-2025,19,0,0,0,20241,2022,100,A00,25.09,25.04,0.05000000000000071
13399,d165bed32146,HK1 2024-2025,17,0,0,0,20241,2024,100,D01,24.57,24.12,0.4499999999999993
13400,d167bc054e14,HK1 2024-2025,12,0,0,0,20241,2021,1,A01,25.17,23.59,1.5800000000000018
13401,d1681045ec01,HK1 2024-2025,19,0,0,0,20241,2023,100,D01,22.31,22.11,0.1999999999999993
13402,d169ae72eafb,HK1 2024-2025,10,0,0,0,20241,2021,1,A00,22.96,22.5,0.46000000000000085
13403,d169f514eae1,HK1 2024-2025,39,0,0,0,20241,2020,1,A00,21.01,20.11,0.9000000000000021
13404,d16e5073d2c8,HK1 2024-2025,21,0,0,0,20241,2022,100,A00,23.8,19.87,3.9299999999999997
13405,d178a7cb4734,HK1 2024-2025,25,0,0,0,20241,2023,100,V00,23.72,21.3,2.419999999999998
13406,d17a7250cbe1,HK1 2024-2025,22,0,0,0,20241,2023,100,A00,21.68,19.93,1.75
13407,d17bded8a329,HK1 2024-2025,12,0,0,0,20241,2019,1,V00,20.71,19.52,1.1900000000000013
13408,d17c1f3e1aa5,HK1 2024-2025,20,0,0,0,20241,2023,100,A00,24.84,24.74,0.10000000000000142
13409,d17efe9a3509,HK1 2024-2025,21,0,0,0,20241,2022,100,A00,24.97,24.72,0.25
13410,d186d583f00e,HK1 2024-2025,18,0,0,0,20241,2024,100,A01,24.63,22.63,2.0
13411,d18d542f6d6d,HK1 2024-2025,22,0,0,0,20241,2023,100,A00,24.52,19.94,4.579999999999998
13412,d18eeaa199ed,HK1 2024-2025,18,0,0,0,20241,2024,100,D01,23.0,22.85,0.14999999999999858
13413,d1919c4220fc,HK1 2024-2025,10,0,0,0,20241,2021,1,A01,24.85,23.13,1.7200000000000024
13414,d1920ac4bcdb,HK1 2024-2025,20,0,0,0,20241,2021,1,A00,18.36,18.31,0.05000000000000071
13415,d193ef745b19,HK1 2024-2025,17,0,0,0,20241,2022,100,A01,23.97,19.73,4.239999999999998
13416,d19e64373997,HK1 2024-2025,13,0,0,0,20241,2024,100,A00,23.93,23.68,0.25
13417,d19eea90dcb4,HK1 2024-2025,13,0,0,0,20241,2021,1,A00,23.6,23.4,0.20000000000000284
13418,d1a20351f7f6,HK1 2024-2025,22,0,0,0,20241,2022,100,A00,20.24,16.03,4.209999999999997
13419,d1a5ef3bb2d3,HK1 2024-2025,20,0,0,0,20241,2023,100,D01,25.17,24.72,0.45000000000000284
13420,d1abc1493552,HK1 2024-2025,19,0,0,0,20241,2021,1,V02,23.62,22.96,0.6600000000000001
13421,d1acee231710,HK1 2024-2025,18,0,0,0,20241,2023,100,D01,25.62,24.82,0.8000000000000007
13422,d1ade8ed4cc0,HK1 2024-2025,17,0,0,0,20241,2022,100,V00,22.09,20.68,1.4100000000000001
13423,d1b2b8b749c4,HK1 2024-2025,6,0,0,0,20241,2019,1,A01,19.05,17.18,1.870000000000001
13424,d1b38c8543b9,HK1 2024-2025,22,0,0,0,20241,2022,100,A01,23.09,22.6,0.48999999999999844
13425,d1bb2e7692fa,HK1 2024-2025,4,0,0,0,20241,2020,1,A01,20.68,19.12,1.5599999999999987
13426,d1c1e913f7dc,HK1 2024-2025,19,0,0,0,20241,2024,100,A01,25.6,24.95,0.6500000000000021
13427,d1c736a37a8a,HK1 2024-2025,25,0,0,0,20241,2023,100,A00,24.31,23.93,0.379999999999999
13428,d1ca3c1d366d,HK1 2024-2025,19,0,0,0,20241,2023,100,A00,17.25,17.0,0.25
13429,d1de347b9722,HK1 2024-2025,24,0,0,0,20241,2021,1,A00,21.93,18.27,3.66
13430,d1e1dc0330bf,HK1 2024-2025,20,0,0,0,20241,2021,1,A00,24.01,17.44,6.57
13431,d1e4112c2c57,HK1 2024-2025,18,0,0,0,20241,2024,200,A00,27.16,25.97,1.1900000000000013
13432,d1e66cc7590c,HK1 2024-2025,19,0,0,0,20241,2023,100,A01,21.52,20.88,0.6400000000000006
13433,d1ec71007d4b,HK1 2024-2025,22,0,0,0,20241,2022,100,A01,22.71,20.27,2.4400000000000013
13434,d1f93d771430,HK1 2024-2025,19,0,0,0,20241,2022,100,V00,22.78,20.58,2.200000000000003
13435,d1fbe5cad1c9,HK1 2024-2025,24,0,0,0,20241,2023,100,V00,24.21,21.42,2.789999999999999
13436,d1fc372441a1,HK1 2024-2025,18,0,0,0,20241,2024,100,A01,22.68,22.63,0.05000000000000071
13437,d1fcbb842131,HK1 2024-2025,10,0,0,0,20241,2018,1,A01,20.07,17.69,2.379999999999999
13438,d1fd2defa349,HK1 2024-2025,18,0,0,0,20241,2024,200,A01,27.3,25.12,2.1799999999999997
13439,d1fdceec5c8a,HK1 2024-2025,22,0,0,0,20241,2023,100,A00,17.69,17.04,0.6500000000000021
13440,d1fe36677441,HK1 2024-2025,19,0,0,0,20241,2024,100,A00,23.29,20.05,3.2399999999999984
13441,d1ff843ffe97,HK1 2024-2025,22,0,0,0,20241,2023,100,V00,23.85,21.12,2.7300000000000004
13442,d20345b2f8c3,HK1 2024-2025,18,0,0,0,20241,2022,100,A00,22.89,19.99,2.900000000000002
13443,d20399126455,HK1 2024-2025,20,0,0,0,20241,2023,100,A00,21.16,20.24,0.9200000000000017
13444,d210c0b3c517,HK1 2024-2025,20,0,0,0,20241,2024,200,A00,23.01,22.38,0.6300000000000026
13445,d211515f9d6e,HK1 2024-2025,22,0,0,0,20241,2022,100,D07,26.51,22.57,3.9400000000000013
13446,d211d2ca1386,HK1 2024-2025,16,0,0,0,20241,2024,100,V00,22.48,22.11,0.370000000000001
13447,d21541022b38,HK1 2024-2025,6,0,0,0,20241,2019,1,A00,21.38,21.08,0.3000000000000007
13448,d217e7066500,HK1 2024-2025,22,0,0,0,20241,2023,100,V10,23.54,20.84,2.6999999999999993
13449,d2227ead1dbd,HK1 2024-2025,20,0,0,0,20241,2022,100,A00,23.14,20.3,2.84
13450,d224df70b447,HK1 2024-2025,19,0,0,0,20241,2021,1,A00,23.3,22.54,0.7600000000000016
13451,d2297d961c69,HK1 2024-2025,18,0,0,0,20241,2020,1,V02,24.38,21.39,2.9899999999999984
13452,d229c726874a,HK1 2024-2025,23,0,0,0,20241,2023,100,A01,19.56,17.31,2.25
13453,d22bea63a6b2,HK1 2024-2025,3,0,0,0,20241,2020,1,A00,25.36,24.35,1.009999999999998
13454,d22c7ec0a07e,HK1 2024-2025,21,0,0,0,20241,2023,100,A01,23.21,22.38,0.8300000000000018
13455,d22ed3f2760e,HK1 2024-2025,20,0,0,0,20241,2021,1,A00,21.93,18.4,3.530000000000001
13456,d22ffe35dfe3,HK1 2024-2025,14,0,0,0,20241,2024,100,V00,21.67,21.4,0.2700000000000031
13457,d231ec886a97,HK1 2024-2025,20,0,0,0,20241,2022,100,A00,24.65,22.54,2.1099999999999994
13458,d2321a073a82,HK1 2024-2025,22,0,0,0,20241,2021,1,A00,20.67,15.9,4.770000000000001
13459,d233ce5204ba,HK1 2024-2025,19,0,0,0,20241,2024,100,A01,20.41,19.76,0.6499999999999986
13460,d233db2f9baf,HK1 2024-2025,22,0,0,0,20241,2022,100,A00,21.96,15.93,6.030000000000001
13461,d23757614b5f,HK1 2024-2025,15,0,0,0,20241,2024,100,A01,22.91,20.71,2.1999999999999993
13462,d246a7033446,HK1 2024-2025,17,0,0,0,20241,2022,100,A00,22.18,19.89,2.289999999999999
13463,d2474a88d013,HK1 2024-2025,25,0,0,0,20241,2022,100,A00,25.21,25.16,0.05000000000000071
13464,d24aa53bc6d4,HK1 2024-2025,25,0,0,0,20241,2022,100,A01,24.47,23.35,1.1199999999999974
13465,d24bed3e42b7,HK1 2024-2025,22,0,0,0,20241,2021,1,A00,24.57,23.62,0.9499999999999993
13466,d24ef4959d0f,HK1 2024-2025,22,0,0,0,20241,2023,100,A00,22.35,21.96,0.39000000000000057
13467,d2509b9d1733,HK1 2024-2025,17,0,0,0,20241,2021,1,V00,22.64,22.49,0.15000000000000213
13468,d2541a06575d,HK1 2024-2025,24,0,0,0,20241,2022,100,A00,22.13,21.69,0.4399999999999977
13469,d25592a4a251,HK1 2024-2025,2,0,0,0,20241,2019,1,D07,18.44,17.7,0.740000000000002
13470,d2588328818c,HK1 2024-2025,21,0,0,0,20241,2021,1,A00,21.73,21.63,0.10000000000000142
13471,d26447572289,HK1 2024-2025,18,0,0,0,20241,2024,100,A01,22.49,22.44,0.04999999999999716
13472,d26cdcf17be6,HK1 2024-2025,17,0,0,0,20241,2020,1,A00,25.23,22.08,3.150000000000002
13473,d26d3310916e,HK1 2024-2025,19,0,0,0,20241,2023,100,A00,23.9,22.17,1.7299999999999969
13474,d26ff421f1ca,HK1 2024-2025,27,0,0,0,20241,2023,100,A01,24.21,24.06,0.15000000000000213
13475,d271c93a2874,HK1 2024-2025,21,0,0,0,20241,2022,100,A00,23.92,23.92,0.0
13476,d27208dbe491,HK1 2024-2025,21,0,0,0,20241,2021,1,A00,23.03,15.98,7.050000000000001
13477,d272d4e8d26b,HK1 2024-2025,2,0,0,0,20241,2020,1,A00,24.53,23.94,0.5899999999999999
13478,d279f4bd63b5,HK1 2024-2025,19,0,0,0,20241,2023,100,V00,20.75,20.52,0.23000000000000043
13479,d27b6c941004,HK1 2024-2025,17,0,0,0,20241,2024,100,A00,17.57,17.11,0.46000000000000085
13480,d27fa042c484,HK1 2024-2025,19,0,0,0,20241,2023,100,A00,22.91,22.51,0.3999999999999986
13481,d2883e586135,HK1 2024-2025,22,0,0,0,20241,2023,100,V00,21.05,16.72,4.330000000000002
13482,d28eea2df48d,HK1 2024-2025,15,0,0,0,20241,2024,100,A00,24.67,23.49,1.1800000000000033
13483,d294cbaa166d,HK1 2024-2025,23,0,0,0,20241,2021,1,A00,25.33,23.75,1.5799999999999983
13484,d297bc3a9783,HK1 2024-2025,19,0,0,0,20241,2021,1,A01,25.15,16.1,9.049999999999997
13485,d297bc790643,HK1 2024-2025,17,0,0,0,20241,2024,100,A00,24.89,23.68,1.2100000000000009
13486,d299f0d27a12,HK1 2024-2025,17,0,0,0,20241,2021,1,A01,23.9,23.64,0.259999999999998
13487,d29d289c2d7c,HK1 2024-2025,18,0,0,0,20241,2024,100,A00,24.23,22.65,1.5800000000000018
13488,d29e2cdaaa4b,HK1 2024-2025,16,0,0,0,20241,2020,1,A00,23.9,21.48,2.419999999999998
13489,d2a06327d341,HK1 2024-2025,18,0,0,0,20241,2022,100,A00,23.25,22.21,1.0399999999999991
13490,d2a0e3e94bbb,HK1 2024-2025,19,0,0,0,20241,2024,100,A00,21.87,21.67,0.1999999999999993
13491,d2a448063fe5,HK1 2024-2025,16,0,0,0,20241,2020,1,A01,21.82,19.15,2.6700000000000017
13492,d2add5a3b024,HK1 2024-2025,4,0,0,0,20241,2020,1,A00,24.92,22.03,2.8900000000000006
13493,d2ae5c91f10e,HK1 2024-2025,17,0,0,0,20241,2023,100,A01,17.46,17.06,0.40000000000000213
13494,d2ae9afd9742,HK1 2024-2025,7,0,0,0,20241,2021,1,A01,24.22,23.81,0.41000000000000014
13495,d2b29482c5ee,HK1 2024-2025,20,0,0,0,20241,2022,100,A00,22.64,20.88,1.7600000000000016
13496,d2b7fd5c20ed,HK1 2024-2025,22,0,0,0,20241,2023,100,V02,22.43,21.29,1.1400000000000006
13497,d2cde5be7ff0,HK1 2024-2025,21,0,0,0,20241,2023,100,A00,23.09,22.26,0.8299999999999983
13498,d2d14c3d5ba0,HK1 2024-2025,23,0,0,0,20241,2023,100,A00,23.58,22.97,0.6099999999999994
13499,d2d25a10753e,HK1 2024-2025,17,0,0,0,20241,2023,100,D01,20.94,17.91,3.030000000000001
13500,d2da2e538021,HK1 2024-2025,20,0,0,0,20241,2022,100,A01,23.18,16.75,6.43
13501,d2dc17b0e6b2,HK1 2024-2025,27,0,0,0,20241,2021,1,A00,18.52,18.17,0.34999999999999787
13502,d2e19ca5f269,HK1 2024-2025,19,0,0,0,20241,2023,100,A00,22.2,21.45,0.75
13503,d2e29c446c39,HK1 2024-2025,19,0,0,0,20241,2022,100,V02,25.62,20.57,5.050000000000001
13504,d2ebe4263663,HK1 2024-2025,20,0,0,0,20241,2022,100,A00,26.48,19.87,6.609999999999999
13505,d2ebf07f7dd7,HK1 2024-2025,21,0,0,0,20241,2024,100,A00,24.13,24.01,0.11999999999999744
13506,d2eda8ae8544,HK1 2024-2025,25,0,0,0,20241,2023,100,A00,26.06,24.15,1.9100000000000001
13507,d2f7ba7505fe,HK1 2024-2025,27,0,0,0,20241,2022,100,A01,20.89,16.62,4.27
13508,d2f836de63fc,HK1 2024-2025,14,0,0,0,20241,2019,1,A01,21.08,19.62,1.4599999999999973
13509,d2f96cc41e4b,HK1 2024-2025,15,0,0,0,20241,2024,100,A00,24.38,23.65,0.7300000000000004
13510,d302208d3ad2,HK1 2024-2025,22,0,0,0,20241,2023,100,A01,22.51,19.75,2.7600000000000016
13511,d30221f05120,HK1 2024-2025,21,0,0,0,20241,2022,100,A00,25.04,24.99,0.05000000000000071
13512,d3064a36f405,HK1 2024-2025,27,0,0,0,20241,2022,100,D01,25.58,25.48,0.09999999999999787
13513,d3088082bc80,HK1 2024-2025,23,0,0,0,20241,2023,100,D01,21.6,21.01,0.5899999999999999
13514,d3099ab8051b,HK1 2024-2025,19,0,0,0,20241,2024,100,D01,25.17,25.15,0.020000000000003126
13515,d30a040a3060,HK1 2024-2025,15,0,0,0,20241,2024,100,D01,25.7,24.01,1.6899999999999977
13516,d30b0b557e4a,HK1 2024-2025,21,0,0,0,20241,2023,100,A00,22.57,19.48,3.09
13517,d30e18ad4bf2,HK1 2024-2025,22,0,0,0,20241,2023,100,A01,21.2,19.96,1.2399999999999984
13518,d319392f3856,HK1 2024-2025,13,0,0,0,20241,2023,100,A00,19.37,19.12,0.25
13519,d31bba58d61a,HK1 2024-2025,24,0,0,0,20241,2022,100,A00,24.22,23.01,1.2099999999999973
13520,d31efd1dd542,HK1 2024-2025,17,0,0,0,20241,2020,1,A00,25.38,21.95,3.4299999999999997
13521,d32016215b19,HK1 2024-2025,21,0,0,0,20241,2022,100,A00,22.89,22.09,0.8000000000000007
13522,d325e51c877f,HK1 2024-2025,16,0,0,0,20241,2022,100,A00,23.14,16.1,7.039999999999999
13523,d32a5d921c2c,HK1 2024-2025,17,0,0,0,20241,2021,1,A00,24.69,23.83,0.860000000000003
13524,d32cf629e94a,HK1 2024-2025,22,0,0,0,20241,2023,100,V02,21.89,20.87,1.0199999999999996
13525,d33aaff8b412,HK1 2024-2025,18,0,0,0,20241,2021,1,A00,21.92,21.92,0.0
13526,d33dd4f9d183,HK1 2024-2025,13,0,0,0,20241,2021,1,V02,23.47,23.11,0.35999999999999943
13527,d347c5b58d42,HK1 2024-2025,20,0,0,0,20241,2024,100,A00,21.13,20.78,0.34999999999999787
13528,d34bf07c4406,HK1 2024-2025,16,0,0,0,20241,2021,1,A00,25.07,23.75,1.3200000000000003
13529,d34f54f29c39,HK1 2024-2025,17,0,0,0,20241,2024,100,A00,24.64,24.59,0.05000000000000071
13530,d350e0c2a319,HK1 2024-2025,17,0,0,0,20241,2021,1,A01,25.37,23.11,2.2600000000000016
13531,d35442fdfed4,HK1 2024-2025,24,0,0,0,20241,2022,100,A00,18.1,15.82,2.280000000000001
13532,d355ac1b6a15,HK1 2024-2025,18,0,0,0,20241,2024,100,A00,23.09,22.69,0.3999999999999986
13533,d357d565ebd1,HK1 2024-2025,20,0,0,0,20241,2022,100,A00,20.9,20.09,0.8099999999999987
13534,d35815059d1f,HK1 2024-2025,17,0,0,0,20241,2024,100,A00,24.69,24.61,0.08000000000000185
13535,d358ae2035b1,HK1 2024-2025,23,0,0,0,20241,2023,100,A00,22.14,17.19,4.949999999999999
13536,d35985ea5413,HK1 2024-2025,42,0,0,0,20241,2021,1,D07,26.05,21.12,4.93
13537,d3599e65311b,HK1 2024-2025,5,0,0,0,20241,2018,1,A00,18.88,18.03,0.8499999999999979
13538,d35dfef156d3,HK1 2024-2025,23,0,0,0,20241,2022,100,A00,23.02,20.02,3.0
13539,d3620faa0093,HK1 2024-2025,22,0,0,0,20241,2021,1,V00,21.77,21.02,0.75
13540,d364eb2f19be,HK1 2024-2025,22,0,0,0,20241,2023,100,A00,24.5,21.33,3.1700000000000017
13541,d366c0748e39,HK1 2024-2025,20,0,0,0,20241,2023,100,A00,22.71,20.8,1.9100000000000001
13542,d36deeaaa87b,HK1 2024-2025,17,0,0,0,20241,2021,1,A01,25.65,23.82,1.8299999999999983
13543,d36edaf57b00,HK1 2024-2025,14,0,0,0,20241,2024,100,V00,24.71,21.79,2.9200000000000017
13544,d372bbd51f93,HK1 2024-2025,17,0,0,0,20241,2024,100,A00,23.59,17.29,6.300000000000001
13545,d375754b6ac1,HK1 2024-2025,18,0,0,0,20241,2021,1,A00,25.43,25.43,0.0
13546,d37613f140f8,HK1 2024-2025,19,0,0,0,20241,2023,100,A00,22.66,21.99,0.6700000000000017
13547,d37953edd2ea,HK1 2024-2025,19,0,0,0,20241,2024,100,A00,21.33,19.82,1.509999999999998
13548,d37c855e00c2,HK1 2024-2025,20,0,0,0,20241,2022,100,V00,27.09,22.78,4.309999999999999
13549,d37dba5409f5,HK1 2024-2025,20,0,0,0,20241,2024,100,B00,21.94,20.95,0.990000000000002
13550,d37dc707d4b6,HK1 2024-2025,22,0,0,0,20241,2021,1,A00,21.05,15.74,5.3100000000000005
13551,d37ed6a48e22,HK1 2024-2025,23,0,0,0,20241,2023,402,K00,51.24,49.57,1.6700000000000017
13552,d3852fbbddcb,HK1 2024-2025,18,0,0,0,20241,2023,100,A00,21.58,16.67,4.909999999999997
13553,d38c7b3b75ce,HK1 2024-2025,16,0,0,0,20241,2024,100,A00,22.69,22.44,0.25
13554,d395e97930d5,HK1 2024-2025,19,0,0,0,20241,2022,100,A00,22.32,15.87,6.450000000000001
13555,d39bcab57d94,HK1 2024-2025,25,0,0,0,20241,2023,100,A00,23.62,23.2,0.4200000000000017
13556,d39d8b65c56a,HK1 2024-2025,16,0,0,0,20241,2024,100,V00,21.08,21.03,0.04999999999999716
13557,d3a24cfbf043,HK1 2024-2025,18,0,0,0,20241,2024,100,A00,23.35,22.44,0.9100000000000001
13558,d3a2c884518f,HK1 2024-2025,19,0,0,0,20241,2024,100,A01,19.65,19.55,0.09999999999999787
13559,d3a4971aa324,HK1 2024-2025,17,0,0,0,20241,2021,1,A00,24.87,23.52,1.3500000000000014
13560,d3a5b136e4f1,HK1 2024-2025,20,0,0,0,20241,2021,1,A00,23.21,18.67,4.539999999999999
13561,d3a78c56ec3f,HK1 2024-2025,22,0,0,0,20241,2022,100,A00,24.28,19.62,4.66
13562,d3a7b3cfcb7c,HK1 2024-2025,22,0,0,0,20241,2023,100,A00,23.02,19.82,3.1999999999999993
13563,d3a7ebda7ad7,HK1 2024-2025,10,0,0,0,20241,2020,1,A00,23.32,22.67,0.6499999999999986
13564,d3ab5f8ad964,HK1 2024-2025,19,0,0,0,20241,2024,100,D01,26.0,25.14,0.8599999999999994
13565,d3ad3dbd1595,HK1 2024-2025,21,0,0,0,20241,2021,1,D07,23.7,23.1,0.5999999999999979
13566,d3afcb54cc9a,HK1 2024-2025,19,0,0,0,20241,2024,100,A00,24.99,24.7,0.28999999999999915
13567,d3b0fe71022a,HK1 2024-2025,21,0,0,0,20241,2023,100,A01,25.5,24.32,1.1799999999999997
13568,d3b33d44108c,HK1 2024-2025,24,0,0,0,20241,2021,1,A00,24.55,23.4,1.1500000000000021
13569,d3b7940d270d,HK1 2024-2025,21,0,0,0,20241,2022,100,A00,24.97,20.38,4.59
13570,d3b79764d8b5,HK1 2024-2025,17,0,0,0,20241,2024,100,V01,21.7,20.95,0.75
13571,d3b88c3146f4,HK1 2024-2025,22,0,0,0,20241,2021,1,V01,21.74,19.8,1.9399999999999977
13572,d3bccd9770f5,HK1 2024-2025,22,0,0,0,20241,2023,100,D07,20.29,19.94,0.34999999999999787
13573,d3bf64233c02,HK1 2024-2025,12,0,0,0,20241,2020,1,A00,24.18,23.99,0.19000000000000128
13574,d3c60015d91a,HK1 2024-2025,17,0,0,0,20241,2024,100,A00,20.57,17.02,3.5500000000000007
13575,d3c6c3508a8d,HK1 2024-2025,13,0,0,0,20241,2024,100,A01,24.34,23.9,0.4400000000000013
13576,d3c711ac3172,HK1 2024-2025,20,0,0,0,20241,2021,1,A00,22.68,17.08,5.600000000000001
13577,d3c808a2df1a,HK1 2024-2025,15,0,0,0,20241,2021,1,V00,23.44,22.53,0.9100000000000001
13578,d3d05a0214f8,HK1 2024-2025,17,0,0,0,20241,2024,100,A01,24.8,24.43,0.370000000000001
13579,d3d710859a17,HK1 2024-2025,20,0,0,0,20241,2024,100,A00,22.23,20.78,1.4499999999999993
13580,d3d846946951,HK1 2024-2025,24,0,0,0,20241,2022,100,A00,20.33,16.66,3.669999999999998
13581,d3dce67afa1e,HK1 2024-2025,16,0,0,0,20241,2024,100,V06,23.72,20.97,2.75
13582,d3dd5a469e4e,HK1 2024-2025,14,0,0,0,20241,2024,100,V02,21.13,21.11,0.019999999999999574
13583,d3de720dc7b8,HK1 2024-2025,18,0,0,0,20241,2021,1,A01,24.36,24.01,0.34999999999999787
13584,d3de7d4cefd3,HK1 2024-2025,3,0,0,0,20241,2020,1,A00,23.42,21.72,1.7000000000000028
13585,d3dfd3b15919,HK1 2024-2025,10,0,0,0,20241,2020,1,A00,24.2,23.95,0.25
13586,d3e59e5721e6,HK1 2024-2025,20,0,0,0,20241,2022,100,A00,23.35,19.7,3.650000000000002
13587,d3ea3af4d131,HK1 2024-2025,17,0,0,0,20241,2024,100,V00,21.29,21.25,0.03999999999999915
